FEE_PROD_ID,CO_CL_CD,SVC_CD,SKB_CB_CRDT_GR,VAL_1,VAL_2,VAL_3,VAL_4,VAL_5,VAL_6,VAL_7,VAL_8,VAL_9,VAL_10,VAL_11,VAL_12,VAL_13,VAL_14,VAL_15,VAL_16,COL_CNT,COL_AMT
NI00000541,B,I,2,41,N,Y,Y,J,0,YN,0,0,0,5272,5272,0,5,0,0,0,0
NT00000345,B,T,2,34,N,Y,Y,J,0,YN,0,0,0,4173,4173,3,4,0,0,0,0
NT00000321,B,T,1,51,N,N,Y,J,0,YN,0,0,0,3696,4775,0,2,0,0,0,0
NT00000327,B,T,2,36,N,N,Y,F,0,YN,0,0,0,539,539,0,1,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,3174,7391,4,8,0,0,0,0
NT00000327,B,T,1,41,N,N,Y,J,0,YN,0,0,0,1477,7028,4,2,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,3174,7391,4,8,0,0,0,0
NP00000029,B,P,6,60,N,N,Y,J,0,YN,0,0,0,1588,5552,0,1,0,0,0,0
NT00000281,B,T,1,55,N,Y,Y,J,0,YN,0,0,0,12561,12561,2,6,0,0,0,0
NT00000345,B,T,2,34,N,Y,Y,J,0,YN,0,0,0,297,297,0,1,0,0,0,0
NT00000345,B,T,3,29,N,Y,Y,J,0,YN,0,0,0,1169,1169,1,2,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,2851,2851,2,3,0,0,0,0
NT00000345,B,T,2,29,N,Y,Y,J,0,YN,0,0,0,1793,2339,0,4,0,0,0,0
NT00000327,B,T,5,22,N,Y,Y,F,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000541,B,I,1,47,N,N,Y,J,0,YN,0,0,0,6989,6989,0,7,0,0,0,0
NT00000309,B,T,1,52,N,Y,Y,F,0,YN,0,0,0,7391,7391,1,4,0,0,0,0
NT00000299,B,T,3,27,N,Y,Y,J,0,YN,0,0,0,1359,1359,15,5,0,0,0,0
NT00000281,B,T,2,44,N,Y,Y,J,0,YN,0,0,0,7651,7827,1,4,0,0,0,0
NI00000278,B,I,5,38,N,Y,Y,F,0,NN,0,0,0,5788,5788,2,7,0,0,0,0
NT00000533,B,T,6,47,N,N,Y,F,0,YN,0,0,0,7699,7699,2,4,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,2851,2851,2,3,0,0,0,0
NI00000278,B,I,1,65,N,Y,Y,F,0,NN,0,0,0,3045,3520,3,3,0,0,0,0
NT00000345,B,T,2,56,N,Y,Y,1,0,YN,0,0,0,4241,4241,0,2,0,0,0,0
NI00000278,B,I,1,61,N,Y,Y,F,0,NN,0,0,0,8115,8115,1,3,0,0,0,0
NT00000327,B,T,6,37,N,N,Y,J,0,YN,0,0,0,2099,2248,3,3,0,0,0,0
NI00000541,B,I,1,47,N,N,Y,J,0,YN,0,0,0,2865,8521,1,4,0,0,0,0
NT00000345,B,T,4,33,N,Y,Y,J,0,YN,0,0,0,1719,1140,0,3,0,0,0,0
NI00000541,B,I,1,45,N,Y,N,1,0,NN,0,0,0,1800,1800,1,6,0,0,0,0
NI00000541,B,I,2,56,N,Y,Y,1,0,YN,0,0,0,4241,4241,0,2,0,0,0,0
NT00000537,B,T,5,33,N,N,Y,F,0,NN,0,0,0,5574,5574,0,4,0,0,0,0
NT00000345,B,T,1,35,N,Y,Y,J,0,YN,0,0,0,5930,5930,1,3,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,2851,2851,2,3,0,0,0,0
NT00000345,B,T,2,48,N,Y,N,1,0,YN,0,0,0,1163,7883,1,8,0,0,0,0
NT00000345,B,T,1,39,N,Y,Y,J,0,YN,0,0,0,6237,6237,1,5,0,0,0,0
NT00000537,B,T,1,44,N,Y,Y,J,0,YN,0,0,0,5946,5946,3,3,0,0,0,0
NP00000029,B,P,2,34,N,Y,Y,J,0,YN,0,0,0,4173,4173,3,4,0,0,0,0
NI00000541,B,I,2,31,N,Y,Y,F,0,YN,0,0,0,1640,1640,2,5,0,0,0,0
NT00000537,B,T,3,46,N,Y,Y,F,0,NN,0,0,0,7644,7644,0,3,0,0,0,0
NT00000345,B,T,2,31,N,Y,Y,F,0,YN,0,0,0,1640,1640,2,5,0,0,0,0
NT00000339,B,T,1,35,N,Y,Y,J,0,YN,0,0,0,4894,4894,2,6,0,0,0,0
NT00000299,B,T,9,37,N,Y,Y,J,1,YY,0,0,1,3646,3646,3,1,0,1,0,0
NT00000299,B,T,2,39,N,Y,Y,J,0,YN,0,0,0,3107,4054,0,2,0,0,0,0
NP00000029,B,P,6,45,N,N,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000321,B,T,1,39,N,N,N,1,0,YN,0,0,0,1479,1479,0,1,0,0,0,0
NT00000345,B,T,1,48,N,Y,N,1,0,NN,0,0,0,5614,5614,1,3,0,0,0,0
NI00000541,B,I,1,43,N,Y,Y,J,0,YN,0,0,0,667,5804,2,4,0,0,0,0
NT00000333,B,T,1,47,N,N,Y,F,0,NN,0,0,0,4388,5748,3,2,0,0,0,0
NI00000278,B,I,2,37,N,N,Y,K,0,YN,0,0,0,5914,5914,2,5,0,0,0,0
NT00000321,B,T,1,58,N,Y,Y,F,0,NN,0,0,0,4337,4337,3,5,0,0,0,0
NT00000529,B,T,2,22,N,Y,Y,J,0,YN,0,0,0,191,191,0,2,0,0,0,0
NI00000278,B,I,2,59,N,Y,Y,F,0,NN,0,0,0,6405,6405,2,3,0,0,0,0
NT00000333,B,T,1,47,N,N,Y,F,0,NN,0,0,0,4388,5748,3,2,0,0,0,0
NI00000278,B,I,1,39,N,N,N,1,0,YN,0,0,0,1479,1479,0,1,0,0,0,0
NI00000278,B,I,1,37,N,Y,Y,2,0,YN,0,0,0,3433,3726,2,3,0,0,0,0
NT00000327,B,T,1,33,N,Y,Y,J,0,YN,0,0,0,2926,2926,0,1,0,0,0,0
NI00000541,B,I,1,36,N,Y,Y,F,0,YN,0,0,0,4790,4790,3,4,0,0,0,0
NI00000278,B,I,1,41,N,N,Y,J,0,YN,0,0,0,1477,7028,4,2,0,0,0,0
NT00000327,B,T,4,41,N,N,Y,J,0,YN,0,0,0,1842,5782,0,2,0,0,0,0
NI00000541,B,I,3,29,N,Y,Y,J,0,YN,0,0,0,1169,1169,1,2,0,0,0,0
NI00000278,B,I,1,39,N,Y,Y,J,0,YN,0,0,0,2186,6130,1,1,0,0,0,0
NT00000345,B,T,1,37,N,N,Y,F,0,YN,0,0,0,6771,6771,0,4,0,0,0,0
NT00000333,B,T,1,47,N,N,Y,F,0,NN,0,0,0,4388,5748,3,2,0,0,0,0
NT00000345,B,T,2,41,N,Y,Y,J,0,YN,0,0,0,5272,5272,0,5,0,0,0,0
NI00000278,B,I,1,40,N,Y,Y,F,0,YN,0,0,0,4654,6351,3,6,0,0,0,0
NT00000537,B,T,1,55,N,Y,N,1,0,YN,0,0,0,7825,7825,1,4,0,0,0,0
NT00000333,B,T,1,47,N,N,Y,F,0,NN,0,0,0,4388,5748,3,2,0,0,0,0
NT00000345,B,T,1,46,N,Y,N,1,0,YN,0,0,0,9009,9009,3,5,0,0,0,0
NI00000278,B,I,1,36,N,Y,Y,J,0,YN,0,0,0,1955,3193,0,1,0,0,0,0
NI00000541,B,I,6,34,N,Y,Y,J,0,YN,0,0,0,678,4271,0,1,0,1,0,0
NT00000299,B,T,3,32,N,Y,Y,J,0,YN,0,0,0,3164,3164,0,3,0,0,0,0
NT00000537,B,T,5,23,N,Y,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000345,B,T,2,32,N,N,Y,J,0,YN,0,0,0,3044,3044,0,2,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,2851,2851,2,3,0,0,0,0
NT00000345,B,T,3,16,Y,Y,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000541,B,I,3,63,N,Y,Y,J,0,YN,0,0,0,5151,7789,2,3,0,0,0,0
NI00000541,B,I,1,39,N,Y,Y,J,0,YN,0,0,0,6237,6237,1,5,0,0,0,0
NT00000529,B,T,8,52,N,Y,N,1,0,YN,0,127,1,0,0,0,0,0,1,0,0
NT00000537,B,T,1,57,N,N,Y,J,0,YN,0,0,0,5393,5393,10,6,0,0,0,0
NT00000537,B,T,1,51,N,N,Y,J,0,YN,0,0,0,6074,6074,3,3,0,0,0,0
NT00000537,B,T,8,62,N,N,Y,J,0,YN,0,790,3,0,1485,1,1,0,1,0,0
NT00000345,B,T,5,38,N,Y,Y,F,0,NN,0,0,0,5788,5788,2,7,0,0,0,0
NT00000345,B,T,2,49,N,Y,Y,F,0,NN,0,0,0,9838,9838,1,4,0,0,0,0
NT00000345,B,T,2,25,N,N,Y,J,0,YN,0,0,0,1865,1865,0,3,0,0,0,0
NI00000278,B,I,5,19,N,N,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000327,B,T,1,35,N,N,N,1,0,YN,0,0,0,3850,3850,1,3,0,0,0,0
NT00000281,B,T,1,57,N,Y,Y,2,0,NN,0,0,0,2465,4106,1,2,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,2851,2851,2,3,0,0,0,0
NT00000345,B,T,1,38,N,N,Y,J,0,YN,0,0,0,2715,3501,1,2,0,0,0,0
NT00000333,B,T,1,58,N,N,Y,J,0,YN,0,0,0,3174,7391,4,8,0,0,0,0
NI00000278,B,I,7,52,N,N,Y,J,6,YY,0,0,0,0,7971,4,0,0,1,0,0
NI00000541,B,I,1,38,N,N,Y,J,0,YN,0,0,0,2715,3501,1,2,0,0,0,0
NT00000537,B,T,2,26,N,N,Y,J,0,YN,0,0,0,1679,1679,0,2,0,0,0,0
NI00000278,B,I,2,26,N,N,Y,J,0,YN,0,0,0,1679,1679,0,2,0,0,0,0
NI00000541,B,I,4,66,N,Y,Y,J,0,YN,0,0,0,2090,5912,0,3,0,0,2,48400
NT00000333,B,T,1,47,N,N,N,1,0,YN,0,0,0,4037,4037,0,4,0,0,2,9870
NT00000345,B,T,4,66,N,Y,Y,J,0,YN,0,0,0,2090,5912,0,3,0,0,2,24200
NT00000333,B,T,1,47,N,N,N,1,0,YN,0,0,0,4037,4037,0,4,0,0,2,21420
NT00000537,B,T,4,28,N,N,N,1,0,YN,0,0,0,0,0,0,0,0,0,1,8709
NT00000345,B,T,2,45,N,N,Y,J,0,YN,0,0,0,8418,8418,1,5,0,0,1,15400
NI00000278,B,I,4,28,N,N,N,1,0,YN,0,0,0,0,0,0,0,0,0,1,14361
NT00000333,B,T,1,47,N,N,N,1,0,YN,0,0,0,4037,4037,0,4,0,0,2,9870
NI00000541,B,I,2,45,N,N,Y,J,0,YN,0,0,0,8418,8418,1,5,0,0,0,0
NI00000278,B,I,4,27,N,Y,Y,F,0,NN,0,0,0,0,0,0,0,0,0,1,13192
NT00000533,B,T,4,27,N,Y,Y,F,0,NN,0,0,0,0,0,0,0,0,0,1,67758
NT00000327,B,T,4,38,N,N,Y,J,0,YN,0,0,0,1404,1404,0,4,0,0,0,0
NP00000055,B,P,5,28,N,Y,Y,F,0,YN,0,0,0,678,678,0,1,0,0,0,0
NI00000278,B,I,1,36,N,Y,Y,2,0,NN,0,0,0,2646,5118,6,7,0,0,0,0
NI00000278,B,I,4,27,N,Y,Y,J,0,YN,0,0,0,28,28,0,1,0,0,0,0
NT00000537,B,T,4,27,N,Y,Y,J,0,YN,0,0,0,28,28,0,1,0,0,0,0
NI00000278,B,I,1,46,N,N,Y,J,0,YN,0,0,0,4297,6502,3,3,0,0,0,0
NT00000537,B,T,1,36,N,Y,Y,2,0,NN,0,0,0,2646,5118,6,7,0,0,0,0
NI00000541,B,I,1,52,N,Y,Y,J,0,YN,0,0,0,458,7042,2,1,0,0,0,0
NI00000278,B,I,4,52,N,N,Y,J,0,YN,0,0,0,5067,10615,2,4,0,0,0,0
NT00000345,B,T,1,52,N,Y,Y,J,0,YN,0,0,0,458,7042,2,1,0,0,0,0
NI00000278,B,I,1,37,N,Y,Y,G,0,NN,0,0,0,5693,5693,0,4,0,0,0,0
NI00000278,B,I,1,45,N,Y,Y,F,0,NN,0,0,0,6833,6866,4,6,0,0,0,0
NI00000278,B,I,3,71,N,Y,Y,F,0,NN,0,0,0,1827,7063,4,1,0,0,0,0
NI00000278,B,I,3,44,N,N,Y,F,0,YN,0,0,0,1226,5098,1,2,0,0,0,0
NT00000339,B,T,1,46,N,Y,Y,J,1,YY,0,0,0,6068,6912,2,4,0,0,0,0
NT00000345,B,T,4,42,N,Y,Y,F,0,YN,0,0,0,3787,3893,2,5,0,0,0,0
NT00000299,B,T,3,71,N,Y,Y,F,0,NN,0,0,0,1827,7063,4,1,0,0,0,0
NT00000345,B,T,2,31,N,Y,Y,J,0,YN,0,0,0,2150,2150,0,1,0,0,0,0
NT00000345,B,T,7,63,N,Y,Y,F,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000327,B,T,1,37,N,Y,Y,G,0,NN,0,0,0,5693,5693,0,4,0,0,0,0
NI00000541,B,I,4,42,N,Y,Y,F,0,YN,0,0,0,3787,3893,2,5,0,0,0,0
NT00000537,B,T,4,52,N,N,Y,J,0,YN,0,0,0,5067,10615,2,4,0,0,0,0
NT00000537,B,T,1,34,N,N,Y,G,0,NN,0,0,0,3235,5507,2,2,0,0,0,0
NI00000278,B,I,1,34,N,N,Y,G,0,NN,0,0,0,3235,5507,2,2,0,0,0,0
NI00000278,B,I,1,46,N,Y,Y,J,1,YY,0,0,0,6068,6912,2,4,0,0,0,0
NI00000278,B,I,7,63,N,Y,Y,F,0,YN,0,0,0,0,0,0,0,0,0,0,0
NT00000537,B,T,1,45,N,Y,Y,F,0,NN,0,0,0,6833,6866,4,6,0,0,0,0
NT00000345,B,T,3,35,N,N,Y,J,0,YN,0,0,0,4277,4307,3,3,0,0,0,0
NT00000345,B,T,1,47,N,Y,N,1,0,YN,0,0,0,8484,8484,1,4,0,0,0,0
NT00000533,B,T,2,33,N,N,Y,J,0,YN,0,0,0,3621,3621,3,5,0,0,0,0
NT00000327,B,T,1,47,N,Y,N,1,0,YN,0,0,0,8484,8484,1,4,0,0,0,0
NI00000541,B,I,1,39,N,Y,Y,J,0,YN,0,0,0,5523,5523,0,4,0,0,0,0
NT00000537,B,T,2,33,N,N,Y,J,0,YN,0,0,0,3621,3621,3,5,0,0,0,0
NI00000541,B,I,1,47,N,Y,N,1,0,YN,0,0,0,8484,8484,1,4,0,0,0,0
NI00000541,B,I,3,35,N,N,Y,J,0,YN,0,0,0,4277,4307,3,3,0,0,0,0
NT00000537,B,T,3,30,N,N,Y,J,0,YN,0,0,0,1494,2452,3,3,0,0,0,0
NP00000029,B,P,1,47,N,Y,N,1,0,YN,0,0,0,8484,8484,1,4,0,0,0,0
NI00000278,B,I,2,33,N,N,Y,J,0,YN,0,0,0,3621,3621,3,5,0,0,0,0
NT00000345,B,T,1,39,N,Y,Y,J,0,YN,0,0,0,5523,5523,0,4,0,0,0,0
NI00000278,B,I,3,71,N,N,Y,F,0,NN,0,0,0,0,5458,0,0,0,0,2,25003
NT00000537,B,T,3,71,N,N,Y,F,0,NN,0,0,0,0,5458,0,0,0,0,3,64847
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NI00000278,B,I,4,24,N,N,Y,F,0,NN,0,0,0,0,0,0,0,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NI00000541,B,I,1,41,N,Y,Y,K,0,YN,0,0,0,5640,5640,1,4,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000345,B,T,1,31,N,Y,N,1,0,YN,0,0,0,1027,3250,1,2,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NI00000278,B,I,3,22,N,Y,Y,F,0,YN,0,0,0,372,372,0,1,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000327,B,T,4,24,N,N,Y,F,0,NN,0,0,0,0,0,0,0,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,48,N,N,Y,F,0,YN,0,0,0,4672,5708,0,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
NT00000330,B,T,2,50,N,N,Y,F,0,YN,0,0,0,2013,5209,4,3,0,0,0,0
